id,brand_name,generic_name,no_pocket,no_box,kind_id,ml,unit_id,weight,location,country_id,company,barcode,price,existence,minmum_existence,maximum_existence,must_advised,dividing_rules,cautions,usages,description,image,user
9349,RYNEX{قطره},OXYMETAZOLINE,1,1,21,0.03%,,,,,INCEPTA,,50,,0,0,,,,,,,1
9350,LEVOXIN 500,LEVOFLOXACIN,1,1,6,500,,,M21,,INCEPTA,,14,,20,100,,,,,,,1
9351,LOPIREL,CLOPIDOGREL,1,1,6,75,,,F37,,INCEPTA,,8.5,,20,150,,,,,,,1
9352,LOPIREL PLUS,"CLOPIDOGREL ,ASPIRIN",1,1,6,75,,,F37,,INCEPTA,,10,,20,150,,,,,,,1
9353,RABINOL-IT,"RABE ,ITOPRIDE",1,1,6,.,,,O57,,KNOLL,,6,,0,0,,,,,,,1
9354,TIGINOR,ATORVASTATIN,1,1,6,10,,,F16,,INCEPTA,,11,,20,100,,,,,,,1
9355,TIGINOR,ATORVASTATIN,1,1,6,20,,,,,INCEPTA,,12,,30,100,,,,,,,1
9356,TRIDOSIL,AZITHROMYCIN,1,1,6,250,,,P23,,INCEPTA,,20,,30,60,,,,,,,1
9357,URIKAL,POTASSIUM CITRATE,1,1,1,200,,,P30,,,,180,,5,20,,,,,,,1
9358,VITAGROW,MULTIVITAMIN,1,1,1,100,,,,,INCEPTA,,65,,5,20,,,,,,,1
9359,ZOMITAN,ZOLMITRIPTAM,1,1,6,2.5,,,K47,,INCEPTA,,25.5,,20,100,,,,,,,1
9360,NEOFAST-S 150,RANITIDINE,1,1,6,150,,,,,INCEPTA,,2,,30,150,,,,,,,1
9361,NISPORE,FLUCONAZOLE,1,1,6,150,,,M10,,INCEPTA,,27,,20,50,,,,,,,1
9362,OMENIX,OMEPRAZOLE,1,1,3,20,,,O3,,INCEPTA,,5.9,,20,200,,,,,,,1
9363,OMENIX 40,OMEPRAZOLE,1,1,3,40,,,O13,,INCEPTA,,9.6,,20,200,,,,,,,1
9364,PRIDEX,LEVOSULPRIDE,1,1,6,25,,,,,,,5.9,,20,100,,,,,,,1
9365,LEVOGUT,LEVOSULPRIDE,1,1,6,25,,,,,,,3,,20,100,,,,,,,1
9366,OMIDON,DOMPERIDONE,1,1,21,0,,,W44,,INCEPTA,,55,,1,10,,,,,,,1
9367,VEFLOX,OFLOXACIN,1,1,21,0.30%,,,,,VEGA,,60,,5,20,,,,,,,1
9368,KOJICLEAR,"KOJIC ACID ,MAGNESIUM ,VITAMIN C",1,1,18,15,,,,,DERMACURE,,190,,5,20,,,,,,,1
9369,OMIDON,DOMPERIDONE,1,1,6,10,,,N31,,INCEPTA,,2.8,,30,150,,,,,,,1
9370,OSARTIL,,1,1,6,50,,,,,INCEPTA,,7.5,,100,200,,,,,,,1
9371,OSARTIL 50 PLUS,,1,1,6,50,,,F52,,INCEPTA,,7.3,,100,200,,,,,,,1
9372,TRYPTINOL-10,AMITRIPTYLINE,1,1,6,10,,,,,,,2,,42,84,,,,,,,1
9373,OTRIVIN FAST RELIEF ADULT,,1,1,26,10,,,,,GSK,,155,,1,5,,,,,,,1
9374,OTRIVIN PAEDIATRIC,,1,1,26,10,,,,,GSK,,200,,1,5,,,,,,,1
9375,PANTONIX 40,PANTOPRAZOLE,1,1,6,40,,,O34,,INCEPTA,,7.3,,20,200,,,,,,,1
9376,CAMLODIN PLUS,"AMLODIPINE ,ATENOLOL",1,1,6,0,,,G13,,,,7,,150,450,,,,,,,1
9377,CELOX-R,CELECOXIB,1,1,3,200,,,,,RENATA,,5.5,,20,100,,,,,,,1
9378,CALCEFF BIG,,1,1,34,0,,,,,,,2.5,,480,960,,,,,,,1
9379,VITALIS C (BIG - 20 TAB),,1,1,34,0,,,,,,,2.5,,480,960,,,,,,,1
9380,ETORIX 90,ETORICOXIB,1,1,6,90,,,,,SK+F,,12.5,,100,200,,,,,,,1
9381,VITALIS M EF (BIG - 20 TAB ),,1,1,6,0,,,,,,,2.6,,480,960,,,,,,,1
9382,METRODEM,METRONIDAZOLE,1,1,6,250,,,,,,,1.5,,150,300,,,,,,,1
9383,FERLIC-6,,1,1,3,0,,,,,,,7.1,,300,600,,,,,,,1
9384,CLEXANE,ENOXAPARIN,1,1,7,40MG(0.4ML),,,,,,,280,,10,40,,,,,,,1
9385,LOPRIN,ASPIRIN,1,1,6,75,,,F32,,HIGHNOON,,0.8,,600,6000,,,,,,,1
9386,LOPRIN,ASPIRIN,1,1,6,150,,,F32,,HIGHNOON,,1.2,,600,1500,,,,,,,1
9387,PROFENID,KETOPROFEN,1,1,7,0,,,S57,,,,46,,1,20,,,,,,,1
9388,NO-SPA,DROTAVERINE,1,1,7,40,,,S55,,SANOFI,,27,,50,250,,,,,,,1
9389,AMARYL 1 PAK,GLIMEPRIDE,1,1,6,1,,,,6,SANOFI,,5.8,,150,450,,,,,,,1
9390,AVIL ,PHENIRAMINE,1,1,6,25,,,G17,,SANOFI,,0.5,,250,1000,,,,,,,1
9391,UROSIN,TAMSULOSIN,1,1,3,0.4,,,,,,,18.5,,300,1200,,,,,,,1
9392,ESSENTIALE PHOSPHOLIPIDS\LIPOTROPIC,,1,1,3,0,,,,,,,3,,200,500,,,,,,,1
9393,TERLIN,TIZANIDINE,1,1,6,4,,,,,ICI,,6.5,,75,300,,,,,,,1
9394,LASIX PAK,FRUSEMIDE,1,1,6,40,,,F46,,SANOFI,,1.5,,24,48,,,,,,,1
9395,LASIX PAK,FRUSEMIDE,1,1,6,20,,,F46,,SANOFI,,1,,500,2000,,,,,,,1
9396,ERITRAL,ERYTHROMYCIN,1,1,1,200,,,G39,,,,142,,500,2000,,,,,,,1
9397,NEODIPAR,METFORMIN,1,1,6,500,,,X21,,,,1.5,,250,500,,,,,,,1
9398,TRITACE,RAMIPRIL,1,1,6,"2,5",,,O3,,,,9.7,,140,560,,,,,,,1
9399,TRITACE,RAMIPRIL,1,1,6,10,,,O3,,,,15.6,,140,280,,,,,,,1
9400,CORDARONE,,1,1,6,100,,,,6,SANOFI,,6.4,,140,280,,,,,,,1
9401,CORDARONE,,1,1,6,200,,,F13,6,SANOFI,,14,,150,450,,,,,,,1
9402,LASORIDE ,"FRUSEMIDE ,AMLORIDE",1,1,6,0,,,F46,,SANOFI,,3,,90,300,,,,,,,1
9403,OFLOD-OZ,"OFLOXACIN ,ORNIDAZOLE",1,1,6,.,,,,,,,3.5,,0,0,,,,,,,1
9404,NIRVANOL,OLANZAPINE,1,1,6,5,,,,,,,6,,10,100,,,,,,,1
9405,Z-STAT,ROSUVASTATIN,1,1,6,10,,,G13,,,,4.2,,20,200,,,,,,,1
9406,FLAGYL,METRONIDAZOLE,1,1,6,400,,,M39,,SANOFI,,1,,2000,6000,,,,,,,1
9407,OMEDEM,OMEPRAZOLE,1,1,3,20,,,,,,,8.5,,70,140,,,,,,,1
9408,PRASUSEN,PRASUGREL,1,1,6,10,,,,,,,8.5,,100,400,,,,,,,1
9409,CAFAMOL EXTRA,PARACETAMOL,1,1,6,0,,,,,,,3.8,,100,200,,,,,,,1
9410,CLARITHRO,CLARITHROMYCIN,1,1,6,250,,,P53,,NABIQASIM,,14,,28,70,,,,,,,1
9411,SPASMOTALIN,MEBEVERINE,1,1,6,100,,,Q50,,,,6.5,,100,200,,,,,,,1
9412,PERLOC,PANTOPRAZOLE,1,1,6,40,,,,,,,19.3,,70,280,,,,,,,1
9413,MAGCAR,CALCIUM CARBONATE+MAGNESIUM,1,1,1,100,,,,,,,180,,5,20,,,,,,,1
9414,RESPICARE,MONTELUKAST,1,1,6,4,,,,,GENIX,,9.6,,30,90,,,,,,,1
9415,NEOCARD-ATN,,1,1,6,.,,,F24,,,,6,,400,1000,,,,,,,1
9416,IROHIM,,1,1,6,.,,,,,,,5,,400,2000,,,,,,,1
9417,GASTRAZOLE,OMEPRAZOLE,1,1,3,20,,,,,AMRIYA,,11.8,,140,280,,,,,,,1
9418,HEPAFORT LIVER SUPPORT,,1,1,3,0,,,,,,,6,,150,450,,,,,,,1
9419,EMPAGLI,EMPAGLIFLOZIN,1,1,6,10,,,,,,,9.3,,150,300,,,,,,,1
9420,ESTRANOR,"ESTRADIOL ,NORGESTREL",1,1,6,.,,,J7,,SAFFRON,,5,,150,350,,,,,,,1
9421,TARIVID,OFLOXACIN,1,1,6,200,,,M47,,SANOFI,,13.5,,200,500,,,,,,,1
9422,TELFAST,FEXOFENADINE,1,1,6,60,,,,,SANOFI,,9,,30,100,,,,,,,1
9423,TELFAST,FEXOFENADINE,1,1,6,120,,,,,SANOFI,,14.2,,30,100,,,,,,,1
9424,TELFAST,FEXOFENADINE,1,1,6,180,,,,,SANOFI,,16.6,,30,100,,,,,,,1
9425,IVIG 5 GR,,1,1,4,100,,,,,,,7500,,50,100,,,,,,,1
9426,ATSTAT,ATORVASTATIN,1,1,6,40,,,F11,4,,,6.5,,100,200,,,,,,,1
9427,BD-ROX,CEFADROXIL,1,1,51,90,,,,,,,154,,2,10,,,,,,,1
9428,CERIDAL,CETIRIZINE,1,1,6,10,,,,,,,2,,50,200,,,,,,,1
9429,EPILIM,VALPROATE,1,1,1,120,,,O9,,,,60,,0,0,,,,,,,1
9430,AVIL,PHENIRAMINE MELEATE,1,1,1,90,,,,,SANOFI,,45,,10,20,,,,,,,1
9431,ANOROL,"PARACETAMOL ,ORPHENADRINE",1,1,6,450+35,,,i7,,,,3,,100,300,,,,,,,1
9432,FORSEF,CEFTRIAXONE,1,1,17,1000,,,R11,,,,110,,5,20,,,,,,,1
9433,CLOFENAC SR,DICLOFENAC,1,1,6,100,,,i17,,,,3,,100,200,,,,,,,1
9434,CREAMA CARE PLUS,,1,1,1,170,,,,,,,70,,5,10,,,,,,,1
9435,COSAMID PLUS,GLUCOSAMINE,1,1,3,0,,,i12,,,,6,,100,300,,,,,,,1
9436,KOFFSY,,1,1,1,120,,,,,,,80,,0,0,,,,,,,1
9437,TINACORT,MICONAZOLE,1,1,9,15,,,,,HOVID,,150,,0,0,,,,,,,1
9438,PHENERGAN,PROMETHAZINE,1,1,1,120ML,,,K30,,SANOFI,,70,,10,20,,,,,,,1
9439,XEROSEC,OMEPRAZOLE,1,1,3,20,,,,,,,7.2,,140,420,,,,,,,1
9440,CLAFORAN,CEFOTAXIME,1,1,7,500,,,R1,,,,118,,5,20,,,,,,,1
9441,FAMOTAB,FAMOTIDINE,1,1,6,40,,,,,,,2,,100,200,,,,,,,1
9442,CLAFORAN,CEFOTAXIME,1,1,7,1,,,R34,,,,189,,5,20,,,,,,,1
9443,CLAFORAN,CEFOTAXIME,1,1,7,250,,,R34,,,,83,,5,20,,,,,,,1
9444,HOFTREX,CEFTRIAXONE,1,1,17,1000,,,R34,,,,83,,5,10,,,,,,,1
9445,AVENTRIAX,CEFTRIAXONE,1,1,7,250,,,R37,,,,71,,0,0,,,,,,,1
9446,NIZORAL,KETOCONAZOLE,1,1,9,10,,,,,,,65,,0,0,,,,,,,1
9447,CEE FICKS AZ,"CEFIXIME ,AZITHROMYCIN",1,1,6,200/250,,,P27,,,,14,,100,300,,,,,,,1
9448,ONASIA,ONDANSETRON,1,1,1,50,,,O25,,ORION,,80,,1,10,,,,,,,1
9449,SALBUTAMOL,,1,1,24,100 MCG,,,Q6,1,,,165,,5,10,,,,,,,1
9450,IBTOL,IBUPROFEN,1,1,6,200,,,,,,,1.5,,150,300,,,,,,,1
9451,GENESIS,FINASTERIDE,1,1,6,1,,,,,FEROZSONS,,5.5,,300,900,,,,,,,1
9452,TIZENAX,TIZANIDINE,1,1,6,20,,,,,,,6,,70,140,,,,,,,1
9453,AM-TELSAN,,1,1,6,Oct-80,,,,,HILTON,,16.8,,70,140,,,,,,,1
9454,PELTON-C ,"DOMPERIDONE ,CINNARIZINE",1,1,6,19.10+20 MG,,,N29,,GLOBAL,,3,,50,100,,,,,,,1
9455,INHIBITOL,LANSOPRAZOLE,1,1,3,30,,,N80,,HIGHNOON,,6.8,,140,420,,,,,,,1
9456,CIDINE,CINITAPRIDE,1,1,6,1,,,,,,,15,,100,300,,,,,,,1
9457,ULFAM,FAMOTIDINE,1,1,6,20,,,,,,,2.3,,100,200,,,,,,,1
9458,CALCIGAL D3,,1,1,3,60000,,,,,,,8.8,,50,200,,,,,,,1
9459,ULFAM,FAMOTIDINE,1,1,6,40,,,,,,,4.5,,100,200,,,,,,,1
9460,SKILAX,SULFOLAX,1,1,6,5,,,O63,,HIGHNOON,,1.3,,150,600,,,,,,,1
9461,ISOFIT,ISOTRETINOIN,1,1,3,20,,,,,,,16,,70,140,,,,,,,1
9462,PLAVIZ-LSR,,1,1,6,.,,,O41,,,,10,,0,0,,,,,,,1
9463,MINIRIN,DESMOPRESSIN ACETATE,1,1,26,2.5 ML,,,,,,,830,,2,10,,,,,,,1
9464,HELICURE PACK,,1,1,6,0,,,M73,,,,7.6,,420,840,,,,,,,1
9465,CARDNIT,GLYCERYL,1,1,6,6.4,,,,,ATCO,,4,,0,0,,,,,,,1
9466,HUMINSULIN 30/70,,1,1,17,10,,,,,,,280,,5,10,,,,,,,1
9467,PERION,DOMPERIDONE,1,1,6,10,,,,,,,2,,5,30,,,,,,,1
9468,LASOGAP,LANSOPRAZOLE,1,1,3,30,,,,,,,10,,5,20,,,,,,,1
9469,UNIFERON,INTERFERON ALFA-2B,1,1,17,3,,,,,,,200,,10,50,,,,,,,1
9470,NICLIX,,1,1,9,15,,,,,BIONEXT,,45,,5,10,,,,,,,1
9471,NEXGESIC,,1,1,25,30,,,V43,,,,75,,0,0,,,,,,,1
9472,RHOCLONE,ANTI RHO-D,1,1,10,300,,,,4,,,1350,,5,20,,,,,,,1
9473,ZYHCG,GONADOTROPHIN,1,1,10,5000,,,,,,,230,,20,100,,,,,,,1
9474,BEPRA,RABEPRAZOLE,1,1,6,20,,,,,CCL,,9,,50,200,,,,,,,1
9475,EXAPRO,ESCITALOPRAM,1,1,6,10,,,T31,,CCL,,10.6,,0,0,,,,,,,1
9476,LEVOCIL,LEVOFLOXACIN,1,1,6,500,,,M21,,CCL,,14,,20,100,,,,,,,1
9477,MONTAIR,MONTELUKAST,1,1,6,10,,,G43,,INCEPTA,,15,,70,140,,,,,,,1
9478,METOMET,METOPROLOL,1,1,6,25,,,,,,,2,,30,300,,,,,,,1
9479,ASCOR B,,1,1,3,0,,,,,,,7.5,,20,100,,,,,,,1
9480,NOCLOT,CLOPIDOGREL,1,1,6,75,,,F38,,CCL,,8.5,,100,400,,,,,,,1
9481,NOCLOT-EA,"CLOPIDOGREL ,ASPIRIN",1,1,6,75,,,F38,,CCL,,8.5,,100,200,,,,,,,1
9482,ONCE A DAY  AX,,1,1,6,0,,,,,CCL,,5,,150,300,,,,,,,1
9483,ONCE A DAY MAXIMUM ,,1,1,6,0,,,,,CCL,,4,,150,600,,,,,,,1
9484,OSTEOTEC,"DICLOFENAC ,MISOPROSTOL",1,1,6,50,,,,,CCL,,7.8,,40,100,,,,,,,1
9485,HADENSA FORTE,"PREDNISOLONE ,MONO-SMMONIUM",1,1,18,10,,,,6,,,65,,5,20,,,,,,,1
9486,OSTEOTEC,"DICLOFENAC ,MISOPROSTOL",1,1,6,75,,,L22,,CCL,,8,,40,100,,,,,,,1
9487,PARAXYL,PAROXETINE,1,1,6,20,,,T74,,CCL,,16,,200,500,,,,,,,1
9488,PARAXYL CR,,1,1,6,25,,,T72,,CCL,,16,,150,600,,,,,,,1
9489,PARAXYL CR,,1,1,6,"12,5",,,T71,,CCL,,11,,150,600,,,,,,,1
9490,PIOMET,"PIOGLITAZONE ,METFORMIN",1,1,6,850 + 15,,,,,CCL,,5,,70,380,,,,,,,1
9491,SITA-MET,"SITAGLIPTIN ,METFORMIN",1,1,6,1000\50,,,X35,,CCL,,12.1,,140,280,,,,,,,1
9492,SITA-MET,"SITAGLIPTIN ,METFORMIN",1,1,6,500\50,,,X33,,CCL,,12.1,,140,280,,,,,,,1
9493,TACAVIR,ENTECAVIR,1,1,6,"0,5",,,M9,,CCL,,16,,90,300,,,,,,,1
9494,VITAXON,MECOBALAMIN,1,1,6,500,,,i23,,CCL,,5,,300,600,,,,,,,1
9495,FEXINOL-M,"MONTELUKAST ,FEXOFENADINE",1,1,6,10+120 MG,,,,,,,2.5,,0,0,,,,,,,1
9496,DORCIFLEX,CELECOXIB,1,1,3,200,,,,,,,5.5,,100,300,,,,,,,1
9497,ESPRA,ESOMEPRAZOLE,1,1,3,40,,,,,CCL,,13,,70,140,,,,,,,1
9498,ESPRA,ESOMEPRAZOLE,1,1,3,20,,,N47,,CCL,,7.1,,70,140,,,,,,,1
9499,FAAST PLUS 40 ,,1,1,3,40,,,O25,,CCL,,10.7,,140,280,,,,,,,1
9500,FAAST 20,OMEPRAZOLE,1,1,3,20,,,,,CCL,,6.4,,140,280,,,,,,,1
9501,GABALIN,,1,1,3,75,,,,,,,8.6,,70,140,,,,,,,1
9502,MAXFLOW,TAMSULOSIN,1,1,3,"0,4",,,M61,,CCL,,20,,100,300,,,,,,,1
9503,PENRAL,GABAPENTIN,1,1,3,300,,,,,CCL,,9.7,,30,300,,,,,,,1
9504,PENRAL,GABAPENTIN,1,1,3,100,,,,,CCL,,2.8,,20,300,,,,,,,1
9505,VITAXON,MECOBALAMIN,1,1,7,500,,,,,CCL,,20,,50,200,,,,,,,1
9506,CEPHINOL,,1,1,1,120ML,,,T59,,,,95,,1,10,,,,,,,1
9507,DILCOZYME,,1,1,1,120,,,N35,,CCL,,50,,0,0,,,,,,,1
9508,FOSOMIN,FOSFOMYCIN,1,1,1,250MG,,,,,CCL,,85,,5,10,,,,,,,1
9509,PULMONOL,,1,1,1,120,,,S7,,CCL,,35,,0,0,,,,,,,1
9510,FRADEX,"DEXAMETHASONE ,FRAMYCETIN",1,1,12,,,,W15,,,,45,,10,50,,,,,,,1
9511,HISOPT,"DORZOLAMIDE ,TIMOLOL MELEATE",1,1,12,0,,,,,,,330,,5,20,,,,,,,1
9512,METRODERM,METRONIDAZOLE,1,1,25,1%,,,,,DERMACURE,,110,,5,25,,,,,,,1
9513,SEGATE,,1,1,12,10,,,W19,,,,60,,5,20,,,,,,,1
9514,TOBRACIN,,1,1,12,5,,,,,,,56,,0,0,,,,,,,1
9515,GEROCID-DM,,1,1,3,.,,,O23,,,,2,,300,900,,,,,,,1
9516,DERMOVENT,GRISOFLOVIN,1,1,6,500,,,,,,,8,,70,140,,,,,,,1
9517,ARYSA,ESOMEPRAZOLE,1,1,3,40,,,Q22,,,,9.4,,70,140,,,,,,,1
9518,ASCARD,ASPIRIN,1,1,6,75,,,F32,,ATCO,,1,,600,6000,,,,,,,1
9519,ASCARD,ASPIRIN,1,1,6,150,,,,,ATCO,,1.5,,10,50,,,,,,,1
9520,TETRACYCLINE,,1,1,15,1.00%,,,,4,,,15,,10,50,,,,,,,1
9521,ASCARD PLUS,,1,1,6,0,,,F31,,ATCO,,8.5,,10,50,,,,,,,1
9522,DANZEN DS,SERRATIOPEPTIDIASE,1,1,6,10,,,Q21,,,,7,,100,300,,,,,,,1
9523,ZANDILEX,TIZANIDINE,1,1,6,2,,,K44,,GENETICS,,6,,40,100,,,,,,,1
9524,CONAZ,KETOCONAZOLE,1,1,14,60,,,,,ATCO,,130,,0,0,,,,,,,1
9525,CARDNIT,GLYCERYL,1,1,6,2.6,,,F47,,ATCO,,3.5,,10,50,,,,,,,1
9526,GEMPID,GEMFIBROZIL,1,1,6,600,,,F47,,ATCO,,5.5,,5,25,,,,,,,1
9527,LAMIGHT,LAMOTRIGINE,1,1,6,50,,,T53,,,,4.5,,30,90,,,,,,,1
9528,MEROL,METOPROLOL,1,1,6,100,,,F55,,,,4,,10,50,,,,,,,1
9529,HELIXA,ESCITALOPRAM,1,1,6,10,,,,,,,9.4,,20,100,,,,,,,1
9530,ROVATOR,ROSUVASTATIN,1,1,6,10,,,F64,,ATCO,,13,,10,50,,,,,,,1
9531,ECOROX,ESOMEPRAZOLE,1,1,3,20,,,,,ATCO,,7.5,,7,35,,,,,,,1
9532,ECOROX,ESOMEPRAZOLE,1,1,3,40,,,N61,,ATCO,,15,,7,35,,,,,,,1
9533,ADAPCO,ADAPALENE,1,1,9,15,,,V31,,ATCO,,100,,0,0,,,,,,,1
9534,CLOBEDERM{كريم},CLOBETASOL,1,1,9,10,,,V17,,ATCO,,20,,1,5,,,,,,,1
9535,BETADERM,,1,1,9,15,,,V14,,ATCO,,25,,1,5,,,,,,,1
9536,BETADERM NM,,1,1,9,10,,,V14,,ATCO,,45,,5,10,,,,,,,1
9537,HYDERQUIN 2%,HYDROQUINONE,1,1,9,10,,,V26,,ATCO,,27,,0,0,,,,,,,1
9538,DINEMIC,TRIMETAZIDINE,1,1,6,20,,,,,MAPLE,,3.4,,0,0,,,,,,,1
9539,NOGERD,,1,1,6,50,,,Q31,,,,11,,50,200,,,,,,,1
9540,FERNOR,TIZANIDINE,1,1,6,2,,,,,AMARANT,,5.5,,5,20,,,,,,,1
9541,CORTROPHIN-H,HCG,1,1,7,5000,,,,,,,236,,1,10,,,,,,,1
9542,MELAS-H,FUSIDIC ACID,1,1,9,15,,,V33,,ATCO,,135,,1,10,,,,,,,1
9543,SCABION,"CLOTAMITON ,SULPHAR",1,1,9,20,,,V37,,ATCO,,25,,0,0,,,,,,,1
9544,BEPIME,CEFEPIME,1,1,17,1,,,,,,,140,,0,0,,,,,,,1
9545,ACDERMIN ,CLINDAMYCIN,1,1,25,20,,,,,ATCO,,125,,0,0,,,,,,,1
9546,BETADERM,,1,1,18,15,,,V14,,ATCO,,25,,1,5,,,,,,,1
9547,BETASALIC,"BETAMETHASONE ,SALICYLIC ACID",1,1,18,15gr,,,,,ATCO,,35,,1,5,,,,,,,1
9548,CLOBEDERM{پماد},CLOBETASOL,1,1,18,15,,,V17,,ATCO,,30,,0,0,,,,,,,1
9549,BETAGENIC-كريم-,"BETAMETHASONE ,GENTAMICIN",1,1,9,15,,,V15,,ATCO,,40,,0,0,,,,,,,1
9550,CLOBEDERM,CLOBETASOL,1,1,14,20,,,M65,,ATCO,,25,,0,0,,,,,,,1
9551,CLOBEDERM-S,"CLOBETASOL ,SALICYLIC ACID",1,1,14,20,,,M64,,ATCO,,30,,1,5,,,,,,,1
9552,SCABION,"CROTAMITON ,SULPHUR",1,1,14,60,,,M75,,ATCO,,65,,1,5,,,,,,,1
9553,VISOL GEL,POLYACRYL,1,1,21,10,,,,,ATCO,,105,,0,0,,,,,,,1
9554,XYQUIL DR,"DOXYLAMINE ,PYRIDOXINE",1,1,6,0,,,N43,,SAMI,,2.5,,1,5,,,,,,,1
9555,SMECTA,DECOCTAHEDIRAL SMECTITE,1,1,22,0,,,,,ATCO,,10,,30,150,,,,,,,1
9556,PIDROLAX,,1,1,22,10,,,J33,,,,25,,20,100,,,,,,,1
9557,VITMIX,,1,1,1,300,,,G19,,KILAC,,175,,0,0,,,,,,,1
9558,DERMA-CLIN,,1,1,9,20,,,,,DERMA TECHNO,,140,,0,0,,,,,,,1
9559,CILIX,ASCORBYL PALMITATE,1,1,9,20,,,,,DERMA TECHNO,,250,,0,0,,,,,,,1
9560,VENTOLIN EXPECTORANT,,1,1,1,120,,,Q36,,GSK,,35,,1,5,,,,,,,1
9561,HYDREX,,1,1,9,100,,,Q62,,,,110,,0,0,,,,,,,1
9562,EPHAROX,PIROXICAM,1,1,6,20,,,,,,,3,,20,100,,,,,,,1
9563,LULIZEN,LULICONAZOLE,1,1,9,1%,,,,,,,70,,5,10,,,,,,,1
9564,NEXSTEP,ESOMEPRAZOLE,1,1,6,40,,,N58,,,,9,,50,400,,,,,,,1
9565,ADALAT LA,NIFEDIPINE,1,1,6,30,,,,,BAYER,,23.5,,100,400,,,,,,,1
9566,ADALAT RETARD,NIFEDIPINE,1,1,6,20,,,,,BAYER,,3.7,,150,600,,,,,,,1
9567,IVERMECTIN,,1,1,6,12,,,,4,,,12,,25,100,,,,,,,1
9568,BAYDAL,CETRIZINE,1,1,6,10,,,G4,,BAYER,,2,,200,500,,,,,,,1
9569,BELAIR,LEVOCETRIZINE,1,1,6,5,,,,,BAYER,,3.5,,50,200,,,,,,,1
9570,CIPROXIN,CIPROFLOXACIN,1,1,6,500,,,P42,,BAYER,,18.5,,50,200,,,,,,,1
9571,CIPROXIN,CIPROFLOXACIN,1,1,6,250,,,P41,,BAYER,,11,,50,200,,,,,,,1
9572,GLUCOBAY,ACARBOSE,1,1,6,50,,,,6,BAYER,,6.3,,150,600,,,,,,,1
9573,GLUCOBAY,ACARBOSE,1,1,6,100,,,,6,BAYER,,8.5,,150,600,,,,,,,1
9574,RESOCHIN,CHLOROQUINEPHOSPHATE,1,1,6,250,,,P54,,BAYER,,2,,1500,6000,,,,,,,1
9575,YOMESAN,NICLOSAMICE,1,1,6,0,,,O24,,BAYER,,14.8,,20,80,,,,,,,1
9576,PROVIRON,MESTEROLONE,1,1,6,25,,,,,BAYER,,10.5,,100,400,,,,,,,1
9577,DIANE,"CYPROTERONE ,ETHYNYLESTRADIOL",1,1,6,35,,,J7,,BAYER,,14.8,,105,420,,,,,,,1
9578,PROGYLUTON,"ESTRADIOL ,NORGESTREL",1,1,6,0,,,J7,,BAYER,,6.7,,105,420,,,,,,,1
9579,PRIMOLUT N,NORETHISTERONE,1,1,6,5,,,J3,,BAYER,,4,,0,0,,,,,,,1
9580,CLIMEN,ESTRADIOL VALERATE,1,1,6,0,,,,,BAYER,,21.9,,105,420,,,,,,,1
9581,DOPERGIN,LISURIDE HYDROGEN MALEATE,1,1,6,0,,,,,,,6.3,,150,600,,,,,,,1
9582,NIMOTOP,NIMODIPINE,1,1,6,30,,,,,BAYER,,18,,150,600,,,,,,,1
9583,CANESTEN,CLOTRIMAZOLE,1,1,8,6    0.1 G,,,V19,,BAYER,,13.3,,5,20,,,,,,,1
9584,CABERLEE-0.5,CABERGOLINE,1,1,6,0.5,,,,,,,35,,0,0,,,,,,,1
9585,SEAPLAT,TICAGRELOR,1,1,6,90,,,,,,,21.7,,0,0,,,,,,,1
9586,CANESTEN EXTRA-اكسترا-,BIFONAZOL,1,1,9,15,,,,,BAYER,,95,,5,20,,,,,,,1
9587,GYNO-TRAVOGEN,IZOCNAZOL,1,1,9,40,,,V19,,BAYER,,180,,5,20,,,,,,,1
9588,ADVANTAN,METHYLPREDNISOLONE,1,1,9,10,,,V12,,BAYER,,110,,5,20,,,,,,,1
9589,LENZO,LANSOPRAZOLE,1,1,3,30,,,,,CARAWAY,,5.7,,5,20,,,,,,,1
9590,NERISONE C,DIFLUCORTOLONE,1,1,9,0,,,,,BAYER,,65,,5,20,,,,,,,1
9591,SKINOREN,AZELIC ACID,1,1,9,0,,,,,BAYER,,140,,5,20,,,,,,,1
9592,TRAVOCORT,"IZOCONAZOLE ,DIFLUCORTOLONE",1,1,9,10,,,V43,,BAYER,,80,,0,0,,,,,,,1
9593,TRAVOGEN,IZOCONAOLE NITRATE,1,1,9,10,,,,,BAYER,,59,,5,20,,,,,,,1
9594,MAX MAN,MEN ENLARGING,1,1,9,50,,,N2,,,,500,,5,20,,,,,,,1
9595,BAYCUTEN N,"DEXAMETHASONE ,CLOTRIMAZOLE",1,1,9,15GR,,,V14,,BAYER,,58,,5,20,,,,,,,1
9596,BEPANTHEN,DIXPENTHENOLE,1,1,18,30,,,,,BAYER,,60,,5,20,,,,,,,1
9597,BEPANTHEN PLUS,"DIXPENTHENOLE ,CHLORHEXIDEN",1,1,9,30,,,,,BAYER,,55,,5,20,,,,,,,1
9598,CIPROXIN ,CIPROFLOXACIN,1,1,60,100,,,,,BAYER,,460,,0,0,,,,,,,1
9599,GRAVIBINAN,hydroxyprogesterone-Estradiol,1,1,10,1,,,S72,,BAYER,,100,,5,20,,,,,,,1
9600,TESTOVIRON DEPOT,,1,1,10,250,,,S71,,BAYER,,55,,15,60,,,,,,,1
